,abiturient_id,spec_id,status,predmet_1,predmet_2,predmet_3,predmet_1_bal,predmet_2_bal,predmet_3_bal,edu_form,fin_type,sum_bal
386,202100839,31,0,Математика,Физика,Русский язык,70,61,67,1,1,192
387,202100701,32,0,Математика,Физика,Русский язык,70,59,78,1,1,188
388,202100701,18,1,Математика,Физика,Русский язык,70,59,78,1,1,188
389,202100701,20,0,Математика,Физика,Русский язык,70,59,78,1,1,188
390,202100909,12,0,Математика,Физика,Русский язык,56,49,65,1,1,154
391,202100909,30,0,Математика,Физика,Русский язык,56,49,65,1,1,154
392,202100909,31,0,Математика,Физика,Русский язык,56,49,65,1,1,154
393,202100909,19,0,Математика,Физика,Русский язык,56,49,65,1,1,154
394,202100909,33,0,Математика,Физика,Русский язык,56,49,65,1,1,154
395,202100945,18,0,Математика,Физика,Русский язык,82,83,90,1,1,248
396,202100945,32,0,Математика,Физика,Русский язык,82,83,90,1,1,248
397,202100945,20,0,Математика,Физика,Русский язык,82,83,90,1,1,248
398,202100945,5,0,Математика,Физика,Русский язык,82,83,90,1,1,248
399,202100945,18,0,Математика,Физика,Русский язык,82,83,90,1,2,248
400,202100945,32,0,Математика,Физика,Русский язык,82,83,90,1,2,248
401,202100945,5,0,Математика,Физика,Русский язык,82,83,90,1,2,248
402,202101251,30,1,Математика,Физика,Русский язык,68,57,69,1,1,182
403,202101251,31,0,Математика,Физика,Русский язык,68,57,69,1,1,182
404,202100601,18,1,Математика,Физика,Русский язык,72,51,76,1,1,174
405,202100601,32,0,Математика,Физика,Русский язык,72,51,76,1,1,174
406,202100601,6,0,Математика,Физика,Русский язык,72,51,76,1,1,174
407,202100601,8,0,Математика,Физика,Русский язык,72,51,76,1,1,174
408,202100601,33,0,Математика,Физика,Русский язык,72,51,76,1,1,174
409,202101254,20,1,Математика,Физика,Русский язык,78,72,82,1,1,222
410,202101254,32,0,Математика,Физика,Русский язык,78,72,82,1,1,222
411,202101254,33,0,Математика,Физика,Русский язык,78,72,82,1,1,222
412,202101254,9,0,Математика,Физика,Русский язык,78,72,82,1,1,222
413,202101254,13,0,Математика,Физика,Русский язык,78,72,82,1,1,222
414,202101154,30,1,Математика,Физика,Русский язык,68,49,67,1,1,166
415,202101154,30,0,Математика,Физика,Русский язык,68,49,67,1,2,166
416,202101154,31,0,Математика,Физика,Русский язык,68,49,67,1,1,166
417,202101154,31,0,Математика,Физика,Русский язык,68,49,67,1,2,166
418,202101154,33,0,Математика,Физика,Русский язык,68,49,67,1,1,166
419,202101154,33,0,Математика,Физика,Русский язык,68,49,67,1,2,166
420,202100102,37,0,Математика,Физика,Русский язык,50,58,59,1,1,166
421,202100102,12,0,Математика,Физика,Русский язык,50,58,59,1,1,166
422,202101263,23,1,Математика,Обществознание,Русский язык,76,55,49,1,2,186
423,202100512,31,1,Математика,Физика,Русский язык,68,76,86,1,1,220
424,202101267,20,0,Математика,Физика,Русский язык,62,59,71,1,1,180
425,202101267,18,0,Математика,Физика,Русский язык,62,59,71,1,1,180
426,202101267,19,0,Математика,Физика,Русский язык,62,59,71,1,1,180
427,202101267,13,0,Математика,Физика,Русский язык,62,59,71,1,1,180
428,202101267,5,0,Математика,Физика,Русский язык,62,59,71,1,1,180
429,202100681,33,0,Математика,Физика,Русский язык,68,54,69,1,1,176
430,202100681,20,1,Математика,Физика,Русский язык,68,54,69,1,1,176
431,202100681,31,0,Математика,Физика,Русский язык,68,54,69,1,1,176
432,202100681,12,0,Математика,Физика,Русский язык,68,54,69,1,1,176
433,202100681,30,0,Математика,Физика,Русский язык,68,54,69,1,1,176
434,202100639,33,0,Математика,Физика,Русский язык,50,48,64,1,1,146
435,202100639,10,0,Математика,Физика,Русский язык,50,48,64,1,1,146
436,202100639,20,0,Математика,Физика,Русский язык,50,48,64,1,1,146
437,202100639,15,0,Математика,Физика,Русский язык,50,48,64,1,1,146
438,202100453,23,0,Математика,Обществознание,Русский язык,39,46,76,1,2,131
439,202100453,25,0,Математика,Обществознание,Русский язык,39,46,76,1,2,131
440,202101276,18,0,Математика,Физика,Русский язык,68,57,67,1,1,182
441,202101276,19,1,Математика,Физика,Русский язык,68,57,67,1,1,182
442,202101276,8,0,Математика,Физика,Русский язык,68,57,67,1,1,182
443,202101276,16,0,Математика,Физика,Русский язык,68,57,67,1,1,182
444,202101276,22,0,Математика,Физика,Русский язык,68,57,67,1,1,182
445,202101276,16,0,Математика,Физика,Русский язык,68,57,67,1,2,182
446,202101276,18,0,Математика,Физика,Русский язык,68,57,67,1,2,182
447,202101276,8,0,Математика,Физика,Русский язык,68,57,67,1,2,182
448,202101276,19,0,Математика,Физика,Русский язык,68,57,67,1,2,182
449,202101276,22,0,Математика,Физика,Русский язык,68,57,67,1,2,182
450,202101278,18,0,Математика,Физика,Русский язык,56,55,90,1,1,166
451,202101278,20,0,Математика,Физика,Русский язык,56,55,90,1,1,166
452,202101278,16,0,Математика,Физика,Русский язык,56,55,90,1,1,166
453,202101278,13,0,Математика,Физика,Русский язык,56,55,90,1,1,166
454,202101278,22,0,Математика,Физика,Русский язык,56,55,90,1,1,166
455,202101287,9,0,Математика,Физика,Русский язык,74,58,65,1,1,190
456,202101287,13,1,Математика,Физика,Русский язык,74,58,65,1,1,190
457,202101287,20,0,Математика,Физика,Русский язык,74,58,65,1,1,190
458,202101287,10,0,Математика,Физика,Русский язык,74,58,65,1,1,190
459,202101287,5,0,Математика,Физика,Русский язык,74,58,65,1,1,190
460,202101290,30,1,Математика,Физика,Русский язык,62,51,76,1,1,164
461,202101290,31,0,Математика,Физика,Русский язык,62,51,76,1,1,164
462,202101290,32,0,Математика,Физика,Русский язык,62,51,76,1,1,164
463,202101290,27,0,Математика,Физика,Русский язык,62,51,76,1,1,164
464,202101291,15,0,Математика,Физика,Русский язык,62,52,60,1,1,166
465,202101291,32,0,Математика,Физика,Русский язык,62,52,60,1,1,166
466,202101291,31,0,Математика,Физика,Русский язык,62,52,60,1,1,166
467,202101294,39,1,Иностранный язык,Обществознание,Русский язык,42,89,65,1,2,220
468,202101297,33,1,Математика,Физика,Русский язык,68,55,80,1,1,178
469,202101297,32,0,Математика,Физика,Русский язык,68,55,80,1,1,178
470,202101297,20,0,Математика,Физика,Русский язык,68,55,80,1,1,178
471,202101297,12,0,Математика,Физика,Русский язык,68,55,80,1,1,178
472,202101297,13,0,Математика,Физика,Русский язык,68,55,80,1,1,178
473,202100216,30,1,Математика,Физика,Русский язык,70,60,69,1,1,190
474,202100216,30,0,Математика,Физика,Русский язык,70,60,69,1,2,190
475,202100216,31,0,Математика,Физика,Русский язык,70,60,69,1,1,190
476,202100216,31,0,Математика,Физика,Русский язык,70,60,69,1,2,190
477,202100216,19,0,Математика,Физика,Русский язык,70,60,69,1,1,190
478,202100216,19,0,Математика,Физика,Русский язык,70,60,69,1,2,190
479,202100216,20,0,Математика,Физика,Русский язык,70,60,69,1,1,190
480,202100216,20,0,Математика,Физика,Русский язык,70,60,69,1,2,190
481,202100216,33,0,Математика,Физика,Русский язык,70,60,69,1,1,190
482,202100216,33,0,Математика,Физика,Русский язык,70,60,69,1,2,190
